**Sh#** | **Sh** | **Time** | **In** | **Scene** | **Description** | **Title** | **Time** | **In** | **Time** | **Out** | **Dur** | **Titles**
 |  |  |  |  |  | 71 | 01:04:22:14 |  | 01:04:23:09 |  | 00:19 | [music ends]
 |  |  |  | source | of support. |  |  |  |  |  |  | 
 |  |  |  | [music | ends] |  |  |  |  |  |  | 
89 | 01:04:22:18 |  |  | FS - | JACK DRIVES ON | 72 | 01:04:23:11 |  | 01:04:25:02 |  | 01:15 | [music begins]
 |  |  |  | [music | begins] | 73 | 01:04:25:04 |  | 01:04:27:08 |  | 02:04 | NARRATOR (VO):
 |  |  |  |  |  |  |  |  |  |  |  | Jack's association
 |  |  |  | NARRATOR | (VO): |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | with The Grove,
 |  |  |  | Jack's | association |  |  |  |  |  |  | 
 |  |  |  | with | The Grove, |  |  |  |  |  |  | 
 |  |  |  |  |  | 74 | 01:04:27:10 |  | 01:04:30:15 |  | 03:05 | a men-only club located in
 |  |  |  |  |  |  |  |  |  |  |  | the Redwoods of California,
 |  |  |  | a men-only | club located in |  |  |  |  |  |  | 
 |  |  |  | the Redwoods | of California, |  |  |  |  |  |  | 
90 | 01:04:27:19 |  |  | MWS | - THE FOREST |  |  |  |  |  |  | 
91 | 01:04:30:14 |  |  | FS - | THE FOREST | 75 | 01:04:30:17 |  | 01:04:32:01 |  | 01:08 | has been the subject of rumor
 |  |  |  | has been | the subject of rumor | 76 | 01:04:32:03 |  | 01:04:34:10 |  | 02:07 | since his days in radio.
 |  |  |  | since | his days in radio. |  |  |  |  |  |  | 
92 | 01:04:32:20 |  |  | GLITCH |  |  |  |  |  |  |  | 
93 | 01:04:33:08 |  |  | FS - | THE AUDIENCE CLAP | 77 | 01:04:34:12 |  | 01:04:36:03 |  | 01:15 | Established in the 1800s,
 |  |  |  | Established | in the 1800s, |  |  |  |  |  |  | 
94 | 01:04:36:00 |  |  | FS - | A MAN ACTS | 78 | 01:04:36:05 |  | 01:04:39:23 |  | 03:18 | and counting among its members,
 |  |  |  |  |  |  |  |  |  |  |  | politicians, entertainers
 |  |  |  | and counting | among its members, |  |  |  |  |  |  | 
 |  |  |  | politicians, | entertainers |  |  |  |  |  |  | 
95 | 01:04:38:01 |  |  | IMAGE | - THE CROWD |  |  |  |  |  |  | 
96 | 01:04:39:17 |  |  | IMAGE | - MEN IN THE LAKE | 79 | 01:04:40:01 |  | 01:04:41:19 |  | 01:18 | and captains of industry,
 |  |  |  | and captains | of industry, |  |  |  |  |  |  | 
97 | 01:04:41:09 |  |  | IMAGE | - THE MEN | 80 | 01:04:41:21 |  | 01:04:43:10 |  | 01:13 | The Grove has
 |  |  |  |  |  |  |  |  |  |  |  | long portrayed itself
 |  |  |  | The Grove | has |  |  |  |  |  |  | 
 |  |  |  | long | portrayed itself |  |  |  |  |  |  | 
98 | 01:04:43:11 |  |  | FS - | THE LAKE | 81 | 01:04:43:12 |  | 01:04:45:23 |  | 02:11 | as a harmless summer camp
 |  |  |  |  |  |  |  |  |  |  |  | for the rich and powerful.
 |  |  |  | as a harmless | summer camp |  |  |  |  |  |  | 
 |  |  |  | for the | rich and powerful. | 82 | 01:04:46:01 |  | 01:04:47:23 |  | 01:22 | [group clamouring]
 |  |  |  | [group | clamouring] |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 8
99 | 01:04:46:04 |  |  | GLITCH |  |  |  |  |  |  |  | 
100 | 01:04:46:08 |  |  | LA FS | - THE TREES | 83 | 01:04:48:01 |  | 01:04:50:08 |  | 02:07 | [music ends]
 |  |  |  | SUPER | - LE CULTE DU GROVE |  |  |  |  |  |  | NARRATOR (VO):
 |  |  |  | 1968 |  |  |  |  |  |  |  | But speculation swirls
 |  |  |  |  |  |  |  |  |  |  |  | around its taste
 |  |  |  | [music | ends] |  |  |  |  |  |  | 
 |  |  |  | NARRATOR | (VO): |  |  |  |  |  |  | 
 |  |  |  | But speculation | swirls |  |  |  |  |  |  | 
 |  |  |  | around | its taste |  |  |  |  |  |  | 
101 | 01:04:49:01 |  |  | FS - | THE MEN IN COSTUME |  |  |  |  |  |  | 
102 | 01:04:50:03 |  |  | FS - | THE MEN IN COSTUME | 84 | 01:04:50:10 |  | 01:04:52:14 |  | 02:04 | for arcane ceremony
 |  |  |  | BRING | ANOTHER MAN IN FRONT |  |  |  |  |  |  | 
 |  |  |  | OF THEIR | LEADER |  |  |  |  |  |  | 
 |  |  |  | for arcane | ceremony |  |  |  |  |  |  | 
103 | 01:04:52:03 |  |  | FS - | THE LEADER CHANTS | 85 | 01:04:52:16 |  | 01:04:55:13 |  | 02:21 | and its power to make
 |  |  |  |  |  |  |  |  |  |  |  | and break careers.
 |  |  |  | and its | power to make |  |  |  |  |  |  | 
 |  |  |  | and break | careers. |  |  |  |  |  |  | 
104 | 01:04:55:06 |  |  | FS - | JACK STICKS THE CAKE ON | 86 | 01:04:55:15 |  | 01:04:56:22 |  | 01:07 | [music begins]
 |  |  |  | GUS'S | FACE. GUS RUNS AFTER |  |  |  |  |  |  | AUDIENCE (OS):
 |  |  |  | HIM |  |  |  |  |  |  |  | Eight, seven, six!
 |  |  |  | [music | begins] |  |  |  |  |  |  | 
 |  |  |  |  |  | 87 | 01:04:57:00 |  | 01:04:58:12 |  | 01:12 | NARRATOR (VO):
 |  |  |  | AUDIENCE | (OS): |  |  |  |  |  |  | Four seasons on
 |  |  |  | Eight, | seven, six! |  |  |  |  |  |  | 
 |  |  |  |  |  | 88 | 01:04:58:14 |  | 01:05:01:02 |  | 02:12 | and ratings still fail
 |  |  |  | NARRATOR | (VO): |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | to match Carson.
 |  |  |  | Four | seasons on |  |  |  |  |  |  | 
 |  |  |  |  |  | 89 | 01:05:03:02 |  | 01:05:03:20 |  | 00:18 | [music ends]
 |  |  |  | and ratings | still fail |  |  |  |  |  |  | 
 |  |  |  | to match | Carson. |  |  |  |  |  |  | 
 |  |  |  |  |  | 90 | 01:05:03:22 |  | 01:05:04:22 |  | 01:00 | [music begins]
 |  |  |  | [music | ends] |  |  |  |  |  |  | 
 |  |  |  | [music | begins] |  |  |  |  |  |  | 
105 | 01:05:04:21 |  |  | IMAGE | - MADELEINE AND JACK | 91 | 01:05:05:00 |  | 01:05:07:20 |  | 02:20 | NARRATOR (VO):
 |  |  |  | IN AN | AWARD SHOW |  |  |  |  |  |  | The nominations mount,
 |  |  |  |  |  |  |  |  |  |  |  | but no trophy.
 |  |  |  | NARRATOR | (VO): |  |  |  |  |  |  | 
 |  |  |  | The nominations | mount, |  |  |  |  |  |  | 
 |  |  |  | but no | trophy. |  |  |  |  |  |  | 
106 | 01:05:09:02 |  |  | ILLUSTRATION | - JACK AND GUS | 92 | 01:05:09:07 |  | 01:05:12:03 |  | 02:20 | Jack's reputation as perennial
 |  |  |  |  |  |  |  |  |  |  |  | also ran,
 |  |  |  | Jack's | reputation as perennial |  |  |  |  |  |  | 
 |  |  |  | also | ran, |  |  |  |  |  |  | 
 |  |  |  |  |  | 93 | 01:05:12:05 |  | 01:05:13:07 |  | 01:02 | starts to bite.
 |  |  |  | starts | to bite. |  |  |  |  |  |  | 
 |  |  |  |  |  | 94 | 01:05:14:18 |  | 01:05:17:12 |  | 02:18 | He knows that history
 |  |  |  |  |  |  |  |  |  |  |  | remembers only kings.
 |  |  |  | He knows | that history |  |  |  |  |  |  | 
 |  |  |  | remembers | only kings. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 9
107 | 01:05:15:07 |  |  | IMAGE | - JACK | 95 | 01:05:17:14 |  | 01:05:20:02 |  | 02:12 | [music ends]
 |  |  |  | [music | ends] |  |  |  |  |  |  | 
108 | 01:05:19:08 |  |  | IMAGE | - NEWS ARCHIVE OF | 96 | 01:05:20:04 |  | 01:05:23:09 |  | 03:05 | [music begins]
 |  |  |  | MADELEINE | DIAGNOSED WITH |  |  |  |  |  |  | NARRATOR (VO):
 |  |  |  | LUNG | CANCER |  |  |  |  |  |  | Then in September, 1976,
 |  |  |  | [music | begins] |  |  |  |  |  |  | 
 |  |  |  |  |  | 97 | 01:05:23:11 |  | 01:05:26:03 |  | 02:16 | Jack's world is
 |  |  |  | NARRATOR | (VO): |  |  |  |  |  |  | turned upside down
 |  |  |  | Then | in September, 1976, |  |  |  |  |  |  | 
 |  |  |  |  |  | 98 | 01:05:26:05 |  | 01:05:28:19 |  | 02:14 | when Madeleine, a non-smoker,
 |  |  |  | Jack's | world is |  |  |  |  |  |  | 
 |  |  |  | turned | upside down |  |  |  |  |  |  | 
 |  |  |  |  |  | 99 | 01:05:28:21 |  | 01:05:31:08 |  | 02:11 | is diagnosed
 |  |  |  |  |  |  |  |  |  |  |  | with terminal lung cancer.
 |  |  |  | when | Madeleine, a non-smoker, |  |  |  |  |  |  | 
 |  |  |  | is diagnosed |  |  |  |  |  |  |  | 
 |  |  |  | with | terminal lung cancer. |  |  |  |  |  |  | 
109 | 01:05:32:14 |  |  | MS - | JACK HOLDS MADELEINE'S | 100 | 01:05:34:03 |  | 01:05:37:07 |  | 03:04 | In October, Madeleine
 |  |  |  | FACE |  |  |  |  |  |  |  | makes a special appearance
 |  |  |  | In October, | Madeleine |  |  |  |  |  |  | 
 |  |  |  | makes | a special appearance |  |  |  |  |  |  | 
110 | 01:05:36:23 |  |  | FS - | MADELEINE AND JACK | 101 | 01:05:37:09 |  | 01:05:38:06 |  | 00:21 | on the show.
 |  |  |  | SMILE |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 102 | 01:05:38:08 |  | 01:05:39:13 |  | 01:05 | [music ends]
 |  |  |  | on the | show. |  |  |  |  |  |  | 
 |  |  |  |  |  | 103 | 01:05:39:15 |  | 01:05:43:08 |  | 03:17 | MADELEINE:
 |  |  |  | [music | ends] |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | Jack and I first met when
 |  |  |  |  |  |  |  |  |  |  |  | I was doing "Oh! Calcutta!-"
 |  |  |  | MADELEINE: |  |  |  |  |  |  |  | 
 |  |  |  | Jack | and I first met when |  |  |  |  |  |  | 
 |  |  |  | I was | doing "Oh! Calcutta!-" |  |  |  |  |  |  | 
111 | 01:05:39:18 |  |  | MS - | MADELEINE SPEAKS. JACK |  |  |  |  |  |  | 
 |  |  |  | WATCHES |  |  |  |  |  |  |  | 
112 | 01:05:41:20 |  |  | MS - | MADELEINE EXPLAINS |  |  |  |  |  |  | 
113 | 01:05:43:04 |  |  | MS - | MADELEINE SMILES AT | 104 | 01:05:43:10 |  | 01:05:43:19 |  | 00:09 | JACK:
 |  |  |  | JACK |  |  |  |  |  |  |  | Oh God
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 105 | 01:05:43:21 |  | 01:05:45:05 |  | 01:08 | MADELIENE:
 |  |  |  | Oh God |  |  |  |  |  |  |  | At the Eden.
 |  |  |  | MADELIENE: |  |  |  |  |  |  |  | 
 |  |  |  | At the | Eden. |  |  |  |  |  |  | 
114 | 01:05:44:19 |  |  | MS - | MADELEINE STRUGGLES TO | 106 | 01:05:45:07 |  | 01:05:47:10 |  | 02:03 | My, you should have seen him
 |  |  |  | SPEAK |  |  |  |  |  |  |  | 
 |  |  |  | My, | you should have seen him |  |  |  |  |  |  | 
115 | 01:05:47:09 |  |  | MS - | MADELEINE EXPLAINS. | 107 | 01:05:47:12 |  | 01:05:49:18 |  | 02:06 | blush when he came backstage
 |  |  |  | JACK | SMILES |  |  |  |  |  |  | and
 |  |  |  |  |  |  |  |  |  |  |  | pg. 10
 |  |  |  |  |  | 108 | 01:05:49:20 |  | 01:05:50:19 |  | 00:23 | [gasps]
 |  |  |  | blush | when he came backstage and |  |  |  |  |  |  | 
 |  |  |  | [gasps] |  |  |  |  |  |  |  | 
116 | 01:05:50:07 |  |  | MCU | - MADELEINE EXPLAINS | 109 | 01:05:50:21 |  | 01:05:54:05 |  | 03:08 | was confronted with all
 |  |  |  |  |  |  |  |  |  |  |  | those glorious naked bodies.
 |  |  |  | was | confronted with all |  |  |  |  |  |  | 
 |  |  |  | those | glorious naked bodies. |  |  |  |  |  |  | 
117 | 01:05:52:15 |  |  | MS - | JACK LISTENS TO | 110 | 01:05:55:09 |  | 01:05:56:18 |  | 01:09 | Remember, darling?
 |  |  |  | MADELEINE |  |  |  |  |  |  |  | 
 |  |  |  | Remember, | darling? |  |  |  |  |  |  | 
118 | 01:05:55:12 |  |  | MCU | - MADELEINE SMILES | 111 | 01:05:56:20 |  | 01:05:58:17 |  | 01:21 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Madeleine, I don't think
 |  |  |  | JACK: |  |  |  |  |  |  |  | we need to talk about-
 |  |  |  | Madeleine, | I don't think |  |  |  |  |  |  | 
 |  |  |  | we need | to talk about- |  |  |  |  |  |  | 
119 | 01:05:57:13 |  |  | FS - | MADELEINE HOLDS A MASK | 112 | 01:05:58:19 |  | 01:06:00:00 |  | 01:05 | MADELEINE:
 |  |  |  | IN HER | ONE HAND AND HOLDS |  |  |  |  |  |  | See?
 |  |  |  | JACK'S | HAND FROM THE OTHER |  |  |  |  |  |  | 
 |  |  |  |  |  | 113 | 01:06:00:02 |  | 01:06:01:07 |  | 01:05 | [coughs]
 |  |  |  | MADELEINE: |  |  |  |  |  |  |  | 
 |  |  |  | See? |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 114 | 01:06:01:09 |  | 01:06:02:18 |  | 01:09 | MADELEINE:
 |  |  |  |  |  |  |  |  |  |  |  | He's blushing right now.
 |  |  |  | [coughs] |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 115 | 01:06:02:20 |  | 01:06:04:01 |  | 01:05 | [audience laughs]
 |  |  |  | MADELEINE: |  |  |  |  |  |  |  | 
 |  |  |  | He's | blushing right now. |  |  |  |  |  |  | 
 |  |  |  | [audience | laughs] |  |  |  |  |  |  | 
120 | 01:06:03:18 |  |  | MCU | - MADELEINE SMILES | 116 | 01:06:04:03 |  | 01:06:06:11 |  | 02:08 | MADELEINE:
 |  |  |  |  |  |  |  |  |  |  |  | How's a girl not supposed
 |  |  |  | MADELEINE: |  |  |  |  |  |  |  | to fall in love with that?
 |  |  |  | How's | a girl not supposed |  |  |  |  |  |  | 
 |  |  |  | to fall | in love with that? |  |  |  |  |  |  | 
 |  |  |  |  |  | 117 | 01:06:06:13 |  | 01:06:09:01 |  | 02:12 | AUDIENCE (OS):
 |  |  |  |  |  |  |  |  |  |  |  | Aw!
 |  |  |  | AUDIENCE | (OS): |  |  |  |  |  |  | 
 |  |  |  | Aw! |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 118 | 01:06:09:03 |  | 01:06:11:01 |  | 01:22 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Isn't she something,
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | ladies and gentlemen?
 |  |  |  | Isn't | she something, |  |  |  |  |  |  | 
 |  |  |  | ladies | and gentlemen? |  |  |  |  |  |  | 
121 | 01:06:09:14 |  |  | MCU | - JACK LOOKS AT | 119 | 01:06:11:03 |  | 01:06:14:14 |  | 03:11 | NARRATOR (VO):
 |  |  |  | MADELEINE |  |  |  |  |  |  |  | It is the highest rating episode in
 |  |  |  |  |  |  |  |  |  |  |  | "Night Owl's" history,
 |  |  |  | NARRATOR | (VO): |  |  |  |  |  |  | 
 |  |  |  | It is the | highest rating episode in | 120 | 01:06:14:16 |  | 01:06:16:21 |  | 02:05 | but still falls a point short
 |  |  |  | "Night | Owl's" history, |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | of Carson.
 |  |  |  | but still | falls a point short |  |  |  |  |  |  | 
 |  |  |  |  |  | 121 | 01:06:16:23 |  | 01:06:18:13 |  | 01:14 | [music begins]
 |  |  |  | of Carson. |  |  |  |  |  |  |  | 
 |  |  |  | [music | begins] |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 11
122 | 01:06:17:18 |  |  | CU - | MADELEINE SPEAKS TO | 122 | 01:06:18:15 |  | 01:06:20:05 |  | 01:14 | MADELIENE:
 |  |  |  | JACK |  |  |  |  |  |  |  | I love you, Jack.
 |  |  |  | MADELIENE: |  |  |  |  |  |  |  | 
 |  |  |  | I love | you, Jack. |  |  |  |  |  |  | 
123 | 01:06:20:06 |  |  | CU - | MADELEINE BREATHES | 123 | 01:06:23:02 |  | 01:06:26:03 |  | 03:01 | NARRATOR (VO):
 |  |  |  | WITH | THE MASK. JACK |  |  |  |  |  |  | Two weeks later,
 |  |  |  | WATCHES |  |  |  |  |  |  |  | Madeleine is dead.
 |  |  |  | NARRATOR | (VO): |  |  |  |  |  |  | 
 |  |  |  |  |  | 124 | 01:06:30:01 |  | 01:06:32:01 |  | 02:00 | [music ends]
 |  |  |  | Two | weeks later, |  |  |  |  |  |  | 
 |  |  |  | Madeleine | is dead. |  |  |  |  |  |  | 
 |  |  |  | [music | ends] |  |  |  |  |  |  | 
124 | 01:06:30:08 |  |  | IMAGE | - JACK ON THE STREET |  |  |  |  |  |  | 
125 | 01:06:31:05 |  |  | WHITE |  |  |  |  |  |  |  | 
126 | 01:06:31:07 |  |  | IMAGE | - JACK ON THE STREET |  |  |  |  |  |  | 
127 | 01:06:31:19 |  |  | WHITE |  |  |  |  |  |  |  | 
128 | 01:06:31:21 |  |  | IMAGE | - JACK WAVES | 125 | 01:06:32:03 |  | 01:06:34:13 |  | 02:10 | NARRATOR (VO):
 |  |  |  |  |  |  |  |  |  |  |  | A grieving Jack shuns the media.
 |  |  |  | NARRATOR | (VO): |  |  |  |  |  |  | 
 |  |  |  | A grieving | Jack shuns the media. |  |  |  |  |  |  | 
129 | 01:06:32:17 |  |  | WHITE |  |  |  |  |  |  |  | 
130 | 01:06:32:19 |  |  | IMAGE | - JACK ON THE STREET | 126 | 01:06:34:15 |  | 01:06:36:11 |  | 01:20 | [music begins]
 |  |  |  |  |  |  |  |  |  |  |  | NARRATOR (VO):
 |  |  |  | [music | begins] |  |  |  |  |  |  | He flees New York.
 |  |  |  | NARRATOR | (VO): |  |  |  |  |  |  | 
 |  |  |  | He flees | New York. |  |  |  |  |  |  | 
 |  |  |  |  |  | 127 | 01:06:36:13 |  | 01:06:38:06 |  | 01:17 | His location unknown.
 |  |  |  | His location | unknown. |  |  |  |  |  |  | 
131 | 01:06:39:07 |  |  | IMAGE | - JACK'S PICTURE ON THE | 128 | 01:06:39:12 |  | 01:06:41:01 |  | 01:13 | Just one month later,
 |  |  |  | MAGAZINE | COVER |  |  |  |  |  |  | 
 |  |  |  |  |  | 129 | 01:06:41:03 |  | 01:06:43:02 |  | 01:23 | and to the surprise of many,
 |  |  |  | Just | one month later, |  |  |  |  |  |  | 
 |  |  |  |  |  | 130 | 01:06:43:04 |  | 01:06:45:00 |  | 01:20 | UBC announces his return.
 |  |  |  | and to | the surprise of many, |  |  |  |  |  |  | 
 |  |  |  | UBC | announces his return. |  |  |  |  |  |  | 
132 | 01:06:44:10 |  |  | MS - | GUS SPEAKS TO THE | 131 | 01:06:45:02 |  | 01:06:48:08 |  | 03:06 | GUS:
 |  |  |  | AUDIENCE. | THE DOOR OPENS |  |  |  |  |  |  | Ladies and gentlemen,
 |  |  |  | AND | JACK ENTERS |  |  |  |  |  |  | Mr. Jack Delroy.
 |  |  |  | GUS: |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 132 | 01:06:48:10 |  | 01:06:52:08 |  | 03:22 | [audience cheers]
 |  |  |  | Ladies | and gentlemen, |  |  |  |  |  |  | 
 |  |  |  | Mr. Jack | Delroy. |  |  |  |  |  |  | 
 |  |  |  | [audience | cheers] |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 12
133 | 01:06:51:14 |  |  | FS - | JACK WALKS ON THE STAGE |  |  |  |  |  |  | 
134 | 01:06:53:11 |  |  | FS - | THE AUDIENCE CHEER |  |  |  |  |  |  | 
135 | 01:06:55:23 |  |  | FS - | GUS SHAKES HANDS WITH |  |  |  |  |  |  | 
 |  |  |  | JACK |  |  |  |  |  |  |  | 
136 | 01:06:57:20 |  |  | MS - | GUS HUGS JACK |  |  |  |  |  |  | 
137 | 01:07:01:06 |  |  | FS - | GUS WALKS BACK. JACK | 133 | 01:07:01:15 |  | 01:07:02:22 |  | 01:07 | NARRATOR (OS):
 |  |  |  | WATCHES |  |  |  |  |  |  |  | But the gap between
 |  |  |  |  |  |  |  |  |  |  |  | Delroy and Carson
 |  |  |  | NARRATOR | (OS): |  |  |  |  |  |  | 
 |  |  |  | But the | gap between |  |  |  |  |  |  | 
 |  |  |  |  |  | 134 | 01:07:03:00 |  | 01:07:05:23 |  | 02:23 | continues to widen.
 |  |  |  | Delroy | and Carson |  |  |  |  |  |  | 
 |  |  |  | continues | to widen. |  |  |  |  |  |  | 
138 | 01:07:05:15 |  |  | IMAGE | - THE SHOW RATINGS | 135 | 01:07:06:01 |  | 01:07:09:04 |  | 03:03 | Jack and his longtime producer,
 |  |  |  |  |  |  |  |  |  |  |  | Leo Fiske,
 |  |  |  | Jack | and his longtime producer, |  |  |  |  |  |  | 
 |  |  |  | Leo Fiske, |  |  |  |  |  |  |  | 
139 | 01:07:08:18 |  |  | IMAGE | - JACK WITH LEO | 136 | 01:07:09:06 |  | 01:07:11:06 |  | 02:00 | go out of their way
 |  |  |  |  |  |  |  |  |  |  |  | to court controversy
 |  |  |  | go out | of their way |  |  |  |  |  |  | 
 |  |  |  | to court | controversy |  |  |  |  |  |  | 
140 | 01:07:09:21 |  |  | IMAGE | - LEO FUMES AT JACK | 137 | 01:07:11:08 |  | 01:07:14:02 |  | 02:18 | in a bid to improve
 |  |  |  |  |  |  |  |  |  |  |  | audience share.
 |  |  |  | in a bid | to improve |  |  |  |  |  |  | 
 |  |  |  | audience | share. |  |  |  |  |  |  | 
141 | 01:07:11:11 |  |  | MS - | JACK GASPS |  |  |  |  |  |  | 
142 | 01:07:13:13 |  |  | FS - | THE GUESTS FIGHT. JACK | 138 | 01:07:14:04 |  | 01:07:15:10 |  | 01:06 | JACK:
 |  |  |  | STOPS | THEM |  |  |  |  |  |  | Not on my set, guys.
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | Not on | my set, guys. |  |  |  |  |  |  | 
143 | 01:07:15:10 |  |  | FS - | JACK DOES A HAND FIGHT | 139 | 01:07:15:12 |  | 01:07:16:20 |  | 01:08 | [guest cries]
 |  |  |  | WITH | A MAN |  |  |  |  |  |  | 
 |  |  |  | [guest | cries] |  |  |  |  |  |  | 
144 | 01:07:16:22 |  |  | MS - | THE MAN GROANS | 140 | 01:07:16:22 |  | 01:07:17:16 |  | 00:18 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | He's strong as hell.
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | He's | strong as hell. | 141 | 01:07:17:18 |  | 01:07:18:12 |  | 00:18 | [audience laughs]
 |  |  |  | [audience | laughs] |  |  |  |  |  |  | 
145 | 01:07:17:23 |  |  | MCU | - JACK GROANS | 142 | 01:07:18:14 |  | 01:07:21:00 |  | 02:10 | ROCKSTAR:
 |  |  |  |  |  |  |  |  |  |  |  | You used to be the
 |  |  |  | ROCKSTAR: |  |  |  |  |  |  |  | [bleep] man, Jack.
 |  |  |  |  |  |  |  |  |  |  |  | pg. 13
 |  |  |  | You | used to be the |  |  |  |  |  |  | 
 |  |  |  | [bleep] | man, Jack. |  |  |  |  |  |  | 
146 | 01:07:18:22 |  |  | FS - | THE ROCK STAR SPEAKS TO |  |  |  |  |  |  | 
 |  |  |  | JACK |  |  |  |  |  |  |  | 
147 | 01:07:20:14 |  |  | MS - | JACK STARES | 143 | 01:07:21:02 |  | 01:07:22:17 |  | 01:15 | What the [bleep]
 |  |  |  |  |  |  |  |  |  |  |  | happened to you?
 |  |  |  | What | the [bleep] |  |  |  |  |  |  | 
 |  |  |  | happened | to you? |  |  |  |  |  |  | 
 |  |  |  |  |  | 144 | 01:07:22:19 |  | 01:07:23:17 |  | 00:22 | [audience hollers]
 |  |  |  | [audience | hollers] |  |  |  |  |  |  | 
 |  |  |  |  |  | 145 | 01:07:23:19 |  | 01:07:24:23 |  | 01:04 | ROCKSTAR:
 |  |  |  |  |  |  |  |  |  |  |  | Huh?
 |  |  |  | ROCKSTAR: |  |  |  |  |  |  |  | 
 |  |  |  | Huh? |  |  |  |  |  |  |  | 
148 | 01:07:24:19 |  |  | MCU | - THE ROCK STAR WATCHES | 146 | 01:07:25:01 |  | 01:07:27:00 |  | 01:23 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | We are gonna take a break,
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | We are | gonna take a break, |  |  |  |  |  |  | 
149 | 01:07:26:00 |  |  | MS - | JACK STANDS | 147 | 01:07:27:02 |  | 01:07:29:01 |  | 01:23 | and I'll- I'll be right back,
 |  |  |  | and I'll- | I'll be right back, |  |  |  |  |  |  | 
150 | 01:07:29:03 |  |  | MS - | THE ROCK STAR WATCHES | 148 | 01:07:29:03 |  | 01:07:30:14 |  | 01:11 | and you will not.
 |  |  |  | and you | will not. |  |  |  |  |  |  | 
151 | 01:07:30:10 |  |  | FS - | JACK WALKS OUT OF THE | 149 | 01:07:30:16 |  | 01:07:33:17 |  | 03:01 | ROCKSTAR (OS):
 |  |  |  | STAGE |  |  |  |  |  |  |  | Where the [bleep] do you think
 |  |  |  |  |  |  |  |  |  |  |  | you're going, huh?
 |  |  |  | ROCKSTAR | (OS): |  |  |  |  |  |  | 
 |  |  |  | Where | the [bleep] do you think you're |  |  |  |  |  |  | 
 |  |  |  |  |  | 150 | 01:07:33:19 |  | 01:07:34:20 |  | 01:01 | JACK:
 |  |  |  | going, | huh? |  |  |  |  |  |  | Open the [bleep] door!
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 151 | 01:07:34:22 |  | 01:07:36:19 |  | 01:21 | NARRATOR (VO):
 |  |  |  | Open | the [bleep] door! |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | Ratings are in free fall.
 |  |  |  | NARRATOR | (VO): |  |  |  |  |  |  | 
 |  |  |  | Ratings | are in free fall. |  |  |  |  |  |  | 
152 | 01:07:35:00 |  |  | IMAGE | - NEWS ARCHIVE |  |  |  |  |  |  | 
153 | 01:07:36:15 |  |  | IMAGE | - NEWS ARCHIVES OF | 152 | 01:07:36:21 |  | 01:07:38:19 |  | 01:22 | Sponsors are nervous.
 |  |  |  | JACK'S | SHOW |  |  |  |  |  |  | 
 |  |  |  |  |  | 153 | 01:07:38:21 |  | 01:07:41:09 |  | 02:12 | Jack's contract
 |  |  |  | Sponsors | are nervous. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | is set to expire.
 |  |  |  | Jack's | contract |  |  |  |  |  |  | 
 |  |  |  | is set | to expire. |  |  |  |  |  |  | 
154 | 01:07:40:00 |  |  | IMAGE | - JACK'S PICTURE ON A | 154 | 01:07:42:14 |  | 01:07:43:16 |  | 01:02 | Everything is on the line
 |  |  |  | BROCHURE |  |  |  |  |  |  |  | 
 |  |  |  | Everything | is on the line |  |  |  |  |  |  | 
155 | 01:07:42:17 |  |  | IMAGE | - JACK IN THE CAR |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 14
156 | 01:07:43:15 |  |  | IMAGE | - JACK IN THE CAR | 155 | 01:07:43:18 |  | 01:07:47:17 |  | 03:23 | when sweeps week begins
 |  |  |  |  |  |  |  |  |  |  |  | on Halloween night, 1977.
